"행정구역","2021년02월_계_총인구수","2021년02월_계_연령구간인구수","2021년02월_계_20~29세","2021년02월_계_30~39세","2021년02월_계_40~49세","2021년02월_계_50~59세","2021년02월_계_60~69세","2021년02월_계_70~79세","2021년02월_남_총인구수","2021년02월_남_연령구간인구수","2021년02월_남_20~29세","2021년02월_남_30~39세","2021년02월_남_40~49세","2021년02월_남_50~59세","2021년02월_남_60~69세","2021년02월_남_70~79세","2021년02월_여_총인구수","2021년02월_여_연령구간인구수","2021년02월_여_20~29세","2021년02월_여_30~39세","2021년02월_여_40~49세","2021년02월_여_50~59세","2021년02월_여_60~69세","2021년02월_여_70~79세","2021년03월_계_총인구수","2021년03월_계_연령구간인구수","2021년03월_계_20~29세","2021년03월_계_30~39세","2021년03월_계_40~49세","2021년03월_계_50~59세","2021년03월_계_60~69세","2021년03월_계_70~79세","2021년03월_남_총인구수","2021년03월_남_연령구간인구수","2021년03월_남_20~29세","2021년03월_남_30~39세","2021년03월_남_40~49세","2021년03월_남_50~59세","2021년03월_남_60~69세","2021년03월_남_70~79세","2021년03월_여_총인구수","2021년03월_여_연령구간인구수","2021년03월_여_20~29세","2021년03월_여_30~39세","2021년03월_여_40~49세","2021년03월_여_50~59세","2021년03월_여_60~69세","2021년03월_여_70~79세","2021년04월_계_총인구수","2021년04월_계_연령구간인구수","2021년04월_계_20~29세","2021년04월_계_30~39세","2021년04월_계_40~49세","2021년04월_계_50~59세","2021년04월_계_60~69세","2021년04월_계_70~79세","2021년04월_남_총인구수","2021년04월_남_연령구간인구수","2021년04월_남_20~29세","2021년04월_남_30~39세","2021년04월_남_40~49세","2021년04월_남_50~59세","2021년04월_남_60~69세","2021년04월_남_70~79세","2021년04월_여_총인구수","2021년04월_여_연령구간인구수","2021년04월_여_20~29세","2021년04월_여_30~39세","2021년04월_여_40~49세","2021년04월_여_50~59세","2021년04월_여_60~69세","2021년04월_여_70~79세","2021년05월_계_총인구수","2021년05월_계_연령구간인구수","2021년05월_계_20~29세","2021년05월_계_30~39세","2021년05월_계_40~49세","2021년05월_계_50~59세","2021년05월_계_60~69세","2021년05월_계_70~79세","2021년05월_남_총인구수","2021년05월_남_연령구간인구수","2021년05월_남_20~29세","2021년05월_남_30~39세","2021년05월_남_40~49세","2021년05월_남_50~59세","2021년05월_남_60~69세","2021년05월_남_70~79세","2021년05월_여_총인구수","2021년05월_여_연령구간인구수","2021년05월_여_20~29세","2021년05월_여_30~39세","2021년05월_여_40~49세","2021년05월_여_50~59세","2021년05월_여_60~69세","2021년05월_여_70~79세","2021년06월_계_총인구수","2021년06월_계_연령구간인구수","2021년06월_계_20~29세","2021년06월_계_30~39세","2021년06월_계_40~49세","2021년06월_계_50~59세","2021년06월_계_60~69세","2021년06월_계_70~79세","2021년06월_남_총인구수","2021년06월_남_연령구간인구수","2021년06월_남_20~29세","2021년06월_남_30~39세","2021년06월_남_40~49세","2021년06월_남_50~59세","2021년06월_남_60~69세","2021년06월_남_70~79세","2021년06월_여_총인구수","2021년06월_여_연령구간인구수","2021년06월_여_20~29세","2021년06월_여_30~39세","2021년06월_여_40~49세","2021년06월_여_50~59세","2021년06월_여_60~69세","2021년06월_여_70~79세","2021년07월_계_총인구수","2021년07월_계_연령구간인구수","2021년07월_계_20~29세","2021년07월_계_30~39세","2021년07월_계_40~49세","2021년07월_계_50~59세","2021년07월_계_60~69세","2021년07월_계_70~79세","2021년07월_남_총인구수","2021년07월_남_연령구간인구수","2021년07월_남_20~29세","2021년07월_남_30~39세","2021년07월_남_40~49세","2021년07월_남_50~59세","2021년07월_남_60~69세","2021년07월_남_70~79세","2021년07월_여_총인구수","2021년07월_여_연령구간인구수","2021년07월_여_20~29세","2021년07월_여_30~39세","2021년07월_여_40~49세","2021년07월_여_50~59세","2021년07월_여_60~69세","2021년07월_여_70~79세"
"세종특별자치시  (3600000000)","359,569","260,435","37,759","61,557","69,982","45,760","30,908","14,469","179,528","130,800","19,239","30,063","35,638","23,872","15,313","6,675","180,041","129,635","18,520","31,494","34,344","21,888","15,595","7,794","360,462","261,130","37,866","61,515","70,075","45,953","31,270","14,451","180,030","131,235","19,340","30,060","35,685","23,984","15,478","6,688","180,432","129,895","18,526","31,455","34,390","21,969","15,792","7,763","361,396","261,876","38,010","61,490","70,245","46,140","31,569","14,422","180,462","131,592","19,408","30,026","35,767","24,073","15,637","6,681","180,934","130,284","18,602","31,464","34,478","22,067","15,932","7,741","362,036","262,490","38,094","61,318","70,319","46,469","31,833","14,457","180,778","131,926","19,507","29,930","35,768","24,260","15,768","6,693","181,258","130,564","18,587","31,388","34,551","22,209","16,065","7,764","362,995","263,299","38,205","61,194","70,646","46,583","32,165","14,506","181,328","132,383","19,567","29,883","35,923","24,343","15,943","6,724","181,667","130,916","18,638","31,311","34,723","22,240","16,222","7,782","364,364","264,360","38,265","61,176","71,019","46,878","32,468","14,554","181,996","132,893","19,589","29,851","36,069","24,520","16,110","6,754","182,368","131,467","18,676","31,325","34,950","22,358","16,358","7,800"
"세종특별자치시 세종특별자치시 (3611000000)","359,569","260,435","37,759","61,557","69,982","45,760","30,908","14,469","179,528","130,800","19,239","30,063","35,638","23,872","15,313","6,675","180,041","129,635","18,520","31,494","34,344","21,888","15,595","7,794","360,462","261,130","37,866","61,515","70,075","45,953","31,270","14,451","180,030","131,235","19,340","30,060","35,685","23,984","15,478","6,688","180,432","129,895","18,526","31,455","34,390","21,969","15,792","7,763","361,396","261,876","38,010","61,490","70,245","46,140","31,569","14,422","180,462","131,592","19,408","30,026","35,767","24,073","15,637","6,681","180,934","130,284","18,602","31,464","34,478","22,067","15,932","7,741","362,036","262,490","38,094","61,318","70,319","46,469","31,833","14,457","180,778","131,926","19,507","29,930","35,768","24,260","15,768","6,693","181,258","130,564","18,587","31,388","34,551","22,209","16,065","7,764","362,995","263,299","38,205","61,194","70,646","46,583","32,165","14,506","181,328","132,383","19,567","29,883","35,923","24,343","15,943","6,724","181,667","130,916","18,638","31,311","34,723","22,240","16,222","7,782","364,364","264,360","38,265","61,176","71,019","46,878","32,468","14,554","181,996","132,893","19,589","29,851","36,069","24,520","16,110","6,754","182,368","131,467","18,676","31,325","34,950","22,358","16,358","7,800"
