"행정구역","2021년08월_계_총인구수","2021년08월_계_연령구간인구수","2021년08월_계_20~29세","2021년08월_계_30~39세","2021년08월_계_40~49세","2021년08월_계_50~59세","2021년08월_계_60~69세","2021년08월_계_70~79세","2021년08월_남_총인구수","2021년08월_남_연령구간인구수","2021년08월_남_20~29세","2021년08월_남_30~39세","2021년08월_남_40~49세","2021년08월_남_50~59세","2021년08월_남_60~69세","2021년08월_남_70~79세","2021년08월_여_총인구수","2021년08월_여_연령구간인구수","2021년08월_여_20~29세","2021년08월_여_30~39세","2021년08월_여_40~49세","2021년08월_여_50~59세","2021년08월_여_60~69세","2021년08월_여_70~79세","2021년09월_계_총인구수","2021년09월_계_연령구간인구수","2021년09월_계_20~29세","2021년09월_계_30~39세","2021년09월_계_40~49세","2021년09월_계_50~59세","2021년09월_계_60~69세","2021년09월_계_70~79세","2021년09월_남_총인구수","2021년09월_남_연령구간인구수","2021년09월_남_20~29세","2021년09월_남_30~39세","2021년09월_남_40~49세","2021년09월_남_50~59세","2021년09월_남_60~69세","2021년09월_남_70~79세","2021년09월_여_총인구수","2021년09월_여_연령구간인구수","2021년09월_여_20~29세","2021년09월_여_30~39세","2021년09월_여_40~49세","2021년09월_여_50~59세","2021년09월_여_60~69세","2021년09월_여_70~79세","2021년10월_계_총인구수","2021년10월_계_연령구간인구수","2021년10월_계_20~29세","2021년10월_계_30~39세","2021년10월_계_40~49세","2021년10월_계_50~59세","2021년10월_계_60~69세","2021년10월_계_70~79세","2021년10월_남_총인구수","2021년10월_남_연령구간인구수","2021년10월_남_20~29세","2021년10월_남_30~39세","2021년10월_남_40~49세","2021년10월_남_50~59세","2021년10월_남_60~69세","2021년10월_남_70~79세","2021년10월_여_총인구수","2021년10월_여_연령구간인구수","2021년10월_여_20~29세","2021년10월_여_30~39세","2021년10월_여_40~49세","2021년10월_여_50~59세","2021년10월_여_60~69세","2021년10월_여_70~79세","2021년11월_계_총인구수","2021년11월_계_연령구간인구수","2021년11월_계_20~29세","2021년11월_계_30~39세","2021년11월_계_40~49세","2021년11월_계_50~59세","2021년11월_계_60~69세","2021년11월_계_70~79세","2021년11월_남_총인구수","2021년11월_남_연령구간인구수","2021년11월_남_20~29세","2021년11월_남_30~39세","2021년11월_남_40~49세","2021년11월_남_50~59세","2021년11월_남_60~69세","2021년11월_남_70~79세","2021년11월_여_총인구수","2021년11월_여_연령구간인구수","2021년11월_여_20~29세","2021년11월_여_30~39세","2021년11월_여_40~49세","2021년11월_여_50~59세","2021년11월_여_60~69세","2021년11월_여_70~79세","2021년12월_계_총인구수","2021년12월_계_연령구간인구수","2021년12월_계_20~29세","2021년12월_계_30~39세","2021년12월_계_40~49세","2021년12월_계_50~59세","2021년12월_계_60~69세","2021년12월_계_70~79세","2021년12월_남_총인구수","2021년12월_남_연령구간인구수","2021년12월_남_20~29세","2021년12월_남_30~39세","2021년12월_남_40~49세","2021년12월_남_50~59세","2021년12월_남_60~69세","2021년12월_남_70~79세","2021년12월_여_총인구수","2021년12월_여_연령구간인구수","2021년12월_여_20~29세","2021년12월_여_30~39세","2021년12월_여_40~49세","2021년12월_여_50~59세","2021년12월_여_60~69세","2021년12월_여_70~79세","2022년01월_계_총인구수","2022년01월_계_연령구간인구수","2022년01월_계_20~29세","2022년01월_계_30~39세","2022년01월_계_40~49세","2022년01월_계_50~59세","2022년01월_계_60~69세","2022년01월_계_70~79세","2022년01월_남_총인구수","2022년01월_남_연령구간인구수","2022년01월_남_20~29세","2022년01월_남_30~39세","2022년01월_남_40~49세","2022년01월_남_50~59세","2022년01월_남_60~69세","2022년01월_남_70~79세","2022년01월_여_총인구수","2022년01월_여_연령구간인구수","2022년01월_여_20~29세","2022년01월_여_30~39세","2022년01월_여_40~49세","2022년01월_여_50~59세","2022년01월_여_60~69세","2022년01월_여_70~79세"
"세종특별자치시  (3600000000)","365,309","265,076","38,185","61,164","71,243","47,168","32,723","14,593","182,430","133,227","19,546","29,844","36,179","24,647","16,242","6,769","182,879","131,849","18,639","31,320","35,064","22,521","16,481","7,824","366,560","266,011","38,131","61,187","71,533","47,566","32,942","14,652","183,044","133,681","19,501","29,846","36,286","24,873","16,368","6,807","183,516","132,330","18,630","31,341","35,247","22,693","16,574","7,845","368,276","267,281","38,180","61,258","71,910","48,087","33,152","14,694","183,879","134,327","19,567","29,844","36,446","25,178","16,447","6,845","184,397","132,954","18,613","31,414","35,464","22,909","16,705","7,849","369,465","268,257","38,251","61,298","72,186","48,474","33,344","14,704","184,441","134,770","19,613","29,878","36,531","25,363","16,533","6,852","185,024","133,487","18,638","31,420","35,655","23,111","16,811","7,852","371,895","270,166","38,510","61,719","72,764","48,876","33,522","14,775","185,678","135,737","19,728","30,131","36,831","25,581","16,596","6,870","186,217","134,429","18,782","31,588","35,933","23,295","16,926","7,905","374,377","272,007","38,756","61,774","73,505","49,355","33,752","14,865","186,907","136,681","19,863","30,133","37,202","25,826","16,724","6,933","187,470","135,326","18,893","31,641","36,303","23,529","17,028","7,932"
"세종특별자치시 세종특별자치시 (3611000000)","365,309","265,076","38,185","61,164","71,243","47,168","32,723","14,593","182,430","133,227","19,546","29,844","36,179","24,647","16,242","6,769","182,879","131,849","18,639","31,320","35,064","22,521","16,481","7,824","366,560","266,011","38,131","61,187","71,533","47,566","32,942","14,652","183,044","133,681","19,501","29,846","36,286","24,873","16,368","6,807","183,516","132,330","18,630","31,341","35,247","22,693","16,574","7,845","368,276","267,281","38,180","61,258","71,910","48,087","33,152","14,694","183,879","134,327","19,567","29,844","36,446","25,178","16,447","6,845","184,397","132,954","18,613","31,414","35,464","22,909","16,705","7,849","369,465","268,257","38,251","61,298","72,186","48,474","33,344","14,704","184,441","134,770","19,613","29,878","36,531","25,363","16,533","6,852","185,024","133,487","18,638","31,420","35,655","23,111","16,811","7,852","371,895","270,166","38,510","61,719","72,764","48,876","33,522","14,775","185,678","135,737","19,728","30,131","36,831","25,581","16,596","6,870","186,217","134,429","18,782","31,588","35,933","23,295","16,926","7,905","374,377","272,007","38,756","61,774","73,505","49,355","33,752","14,865","186,907","136,681","19,863","30,133","37,202","25,826","16,724","6,933","187,470","135,326","18,893","31,641","36,303","23,529","17,028","7,932"
