"행정구역","2022년08월_계_총인구수","2022년08월_계_연령구간인구수","2022년08월_계_20~29세","2022년08월_계_30~39세","2022년08월_계_40~49세","2022년08월_계_50~59세","2022년08월_계_60~69세","2022년08월_계_70~79세","2022년08월_남_총인구수","2022년08월_남_연령구간인구수","2022년08월_남_20~29세","2022년08월_남_30~39세","2022년08월_남_40~49세","2022년08월_남_50~59세","2022년08월_남_60~69세","2022년08월_남_70~79세","2022년08월_여_총인구수","2022년08월_여_연령구간인구수","2022년08월_여_20~29세","2022년08월_여_30~39세","2022년08월_여_40~49세","2022년08월_여_50~59세","2022년08월_여_60~69세","2022년08월_여_70~79세","2022년09월_계_총인구수","2022년09월_계_연령구간인구수","2022년09월_계_20~29세","2022년09월_계_30~39세","2022년09월_계_40~49세","2022년09월_계_50~59세","2022년09월_계_60~69세","2022년09월_계_70~79세","2022년09월_남_총인구수","2022년09월_남_연령구간인구수","2022년09월_남_20~29세","2022년09월_남_30~39세","2022년09월_남_40~49세","2022년09월_남_50~59세","2022년09월_남_60~69세","2022년09월_남_70~79세","2022년09월_여_총인구수","2022년09월_여_연령구간인구수","2022년09월_여_20~29세","2022년09월_여_30~39세","2022년09월_여_40~49세","2022년09월_여_50~59세","2022년09월_여_60~69세","2022년09월_여_70~79세","2022년10월_계_총인구수","2022년10월_계_연령구간인구수","2022년10월_계_20~29세","2022년10월_계_30~39세","2022년10월_계_40~49세","2022년10월_계_50~59세","2022년10월_계_60~69세","2022년10월_계_70~79세","2022년10월_남_총인구수","2022년10월_남_연령구간인구수","2022년10월_남_20~29세","2022년10월_남_30~39세","2022년10월_남_40~49세","2022년10월_남_50~59세","2022년10월_남_60~69세","2022년10월_남_70~79세","2022년10월_여_총인구수","2022년10월_여_연령구간인구수","2022년10월_여_20~29세","2022년10월_여_30~39세","2022년10월_여_40~49세","2022년10월_여_50~59세","2022년10월_여_60~69세","2022년10월_여_70~79세","2022년11월_계_총인구수","2022년11월_계_연령구간인구수","2022년11월_계_20~29세","2022년11월_계_30~39세","2022년11월_계_40~49세","2022년11월_계_50~59세","2022년11월_계_60~69세","2022년11월_계_70~79세","2022년11월_남_총인구수","2022년11월_남_연령구간인구수","2022년11월_남_20~29세","2022년11월_남_30~39세","2022년11월_남_40~49세","2022년11월_남_50~59세","2022년11월_남_60~69세","2022년11월_남_70~79세","2022년11월_여_총인구수","2022년11월_여_연령구간인구수","2022년11월_여_20~29세","2022년11월_여_30~39세","2022년11월_여_40~49세","2022년11월_여_50~59세","2022년11월_여_60~69세","2022년11월_여_70~79세","2022년12월_계_총인구수","2022년12월_계_연령구간인구수","2022년12월_계_20~29세","2022년12월_계_30~39세","2022년12월_계_40~49세","2022년12월_계_50~59세","2022년12월_계_60~69세","2022년12월_계_70~79세","2022년12월_남_총인구수","2022년12월_남_연령구간인구수","2022년12월_남_20~29세","2022년12월_남_30~39세","2022년12월_남_40~49세","2022년12월_남_50~59세","2022년12월_남_60~69세","2022년12월_남_70~79세","2022년12월_여_총인구수","2022년12월_여_연령구간인구수","2022년12월_여_20~29세","2022년12월_여_30~39세","2022년12월_여_40~49세","2022년12월_여_50~59세","2022년12월_여_60~69세","2022년12월_여_70~79세","2023년01월_계_총인구수","2023년01월_계_연령구간인구수","2023년01월_계_20~29세","2023년01월_계_30~39세","2023년01월_계_40~49세","2023년01월_계_50~59세","2023년01월_계_60~69세","2023년01월_계_70~79세","2023년01월_남_총인구수","2023년01월_남_연령구간인구수","2023년01월_남_20~29세","2023년01월_남_30~39세","2023년01월_남_40~49세","2023년01월_남_50~59세","2023년01월_남_60~69세","2023년01월_남_70~79세","2023년01월_여_총인구수","2023년01월_여_연령구간인구수","2023년01월_여_20~29세","2023년01월_여_30~39세","2023년01월_여_40~49세","2023년01월_여_50~59세","2023년01월_여_60~69세","2023년01월_여_70~79세"
"세종특별자치시  (3600000000)","381,439","277,595","38,903","61,282","75,807","51,132","34,952","15,519","190,276","139,387","20,013","29,918","38,057","26,806","17,332","7,261","191,163","138,208","18,890","31,364","37,750","24,326","17,620","8,258","381,925","277,983","38,786","61,258","75,962","51,276","35,135","15,566","190,541","139,616","19,971","29,902","38,107","26,898","17,442","7,296","191,384","138,367","18,815","31,356","37,855","24,378","17,693","8,270","382,258","278,165","38,537","61,203","76,132","51,336","35,366","15,591","190,683","139,700","19,838","29,894","38,141","26,954","17,555","7,318","191,575","138,465","18,699","31,309","37,991","24,382","17,811","8,273","382,770","278,524","38,404","61,117","76,332","51,393","35,642","15,636","190,987","139,912","19,751","29,916","38,201","26,973","17,708","7,363","191,783","138,612","18,653","31,201","38,131","24,420","17,934","8,273","383,591","279,126","38,379","61,083","76,504","51,667","35,788","15,705","191,389","140,201","19,705","29,949","38,230","27,126","17,797","7,394","192,202","138,925","18,674","31,134","38,274","24,541","17,991","8,311","384,496","279,727","38,300","60,932","76,832","51,886","36,032","15,745","191,769","140,436","19,636","29,841","38,397","27,181","17,961","7,420","192,727","139,291","18,664","31,091","38,435","24,705","18,071","8,325"
"세종특별자치시 세종특별자치시 (3611000000)","381,439","277,595","38,903","61,282","75,807","51,132","34,952","15,519","190,276","139,387","20,013","29,918","38,057","26,806","17,332","7,261","191,163","138,208","18,890","31,364","37,750","24,326","17,620","8,258","381,925","277,983","38,786","61,258","75,962","51,276","35,135","15,566","190,541","139,616","19,971","29,902","38,107","26,898","17,442","7,296","191,384","138,367","18,815","31,356","37,855","24,378","17,693","8,270","382,258","278,165","38,537","61,203","76,132","51,336","35,366","15,591","190,683","139,700","19,838","29,894","38,141","26,954","17,555","7,318","191,575","138,465","18,699","31,309","37,991","24,382","17,811","8,273","382,770","278,524","38,404","61,117","76,332","51,393","35,642","15,636","190,987","139,912","19,751","29,916","38,201","26,973","17,708","7,363","191,783","138,612","18,653","31,201","38,131","24,420","17,934","8,273","383,591","279,126","38,379","61,083","76,504","51,667","35,788","15,705","191,389","140,201","19,705","29,949","38,230","27,126","17,797","7,394","192,202","138,925","18,674","31,134","38,274","24,541","17,991","8,311","384,496","279,727","38,300","60,932","76,832","51,886","36,032","15,745","191,769","140,436","19,636","29,841","38,397","27,181","17,961","7,420","192,727","139,291","18,664","31,091","38,435","24,705","18,071","8,325"
