"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"삼성동554",1,,대전광역시 동구 삼성동 85-13,36.33728800,127.43579100,,한전주,042-120,대전광역시,2022-12-15
"삼성동555",1,,대전광역시 동구 삼성동 82-1,36.33803600,127.43635600,,한전주,042-120,대전광역시,2022-12-15
"삼성동556",1,,대전광역시 동구 삼성동 82-1,36.33791000,127.43666800,,전용주,042-120,대전광역시,2022-12-15
"삼성동557",1,,대전광역시 동구 삼성동 82-1,36.33772300,127.43683600,,전용주,042-120,대전광역시,2022-12-15
"삼성동558",1,,대전광역시 동구 성남동 80-3,36.33837500,127.43605800,,전용주,042-120,대전광역시,2022-12-15
"삼성동559",1,,대전광역시 동구 삼성동 439,36.33854300,127.43580600,,전용주,042-120,대전광역시,2022-12-15
"삼성동560",1,,대전광역시 동구 삼성동 81-1,36.33867600,127.43561100,,전용주,042-120,대전광역시,2022-12-15
"삼성동561",1,,대전광역시 동구 삼성동 81-1,36.33882900,127.43531800,,전용주,042-120,대전광역시,2022-12-15
"삼성동562",1,,대전광역시 동구 삼성동 97-2,36.33767400,127.43743700,,한전주,042-120,대전광역시,2022-12-15
"삼성동563",1,,대전광역시 동구 삼성동 97-1,36.33766000,127.43764600,,전용주,042-120,대전광역시,2022-12-15
"삼성동564",1,,대전광역시 동구 삼성동 80-58,36.33868000,127.43520400,,한전주,042-120,대전광역시,2022-12-15
"삼성동565",1,,대전광역시 동구 삼성동 148-4,36.33970300,127.43438000,,한전주,042-120,대전광역시,2022-12-15
"삼성동566",1,,대전광역시 동구 삼성동 440-5,36.33769600,127.43313600,,한전주,042-120,대전광역시,2022-12-15
"삼성동567",1,,대전광역시 동구 삼성동 104-17,36.33668800,127.43289600,,전용주,042-120,대전광역시,2022-12-15
"삼성동568",1,,대전광역시 동구 삼성동 122-8,36.33640300,127.42770400,,한전주,042-120,대전광역시,2022-12-15
"삼성동569",1,,대전광역시 동구 삼성동 269-1,36.33596800,127.42880200,,한전주,042-120,대전광역시,2022-12-15
"삼성동570",1,,대전광역시 동구 삼성동 461,36.33472800,127.42714700,,한전주,042-120,대전광역시,2022-12-15
"삼성동571",1,,대전광역시 동구 삼성동 284-11,36.33669700,127.42597200,,한전주,042-120,대전광역시,2022-12-15
"삼성동572",1,,대전광역시 동구 삼성동 318-14,36.33908100,127.42347000,,한전주,042-120,대전광역시,2022-12-15
"삼성동573",1,,대전광역시 동구 삼성동 317-15,36.33917000,127.42246100,,한전주,042-120,대전광역시,2022-12-15
"삼성동574",1,,대전광역시 동구 삼성동 316-9,36.33866300,127.42182900,,한전주,042-120,대전광역시,2022-12-15
"삼성동575",1,,대전광역시 동구 삼성동 470,36.33863800,127.42169200,,전용주,042-120,대전광역시,2022-12-15
"삼성동576",1,,대전광역시 동구 삼성동 470,36.33842100,127.42152400,,한전주,042-120,대전광역시,2022-12-15
"삼성동577",1,,대전광역시 동구 삼성동 471,36.34043100,127.41921200,,한전주,042-120,대전광역시,2022-12-15
"삼성동578",1,,대전광역시 동구 삼성동 348-1,36.34096900,127.41780900,,전용주,042-120,대전광역시,2022-12-15
"삼성동579",1,,대전광역시 동구 삼성동 345-7,36.34176600,127.41719800,,한전주,042-120,대전광역시,2022-12-15
"삼성동580",1,,대전광역시 동구 삼성동 475,36.34290300,127.41722100,,한전주,042-120,대전광역시,2022-12-15
"삼성동581",1,,대전광역시 동구 삼성동 391-6,36.34343700,127.41596800,,전용주,042-120,대전광역시,2022-12-15
"삼성동582",1,,대전광역시 동구 삼성동 390-8,36.34342500,127.41614000,,한전주,042-120,대전광역시,2022-12-15
"삼성동583",1,,대전광역시 동구 삼성동 390-10,36.34325400,127.41602300,,한전주,042-120,대전광역시,2022-12-15
"삼성동584",1,,대전광역시 동구 삼성동 396-7,36.34273900,127.41432200,,한전주,042-120,대전광역시,2022-12-15
"삼성동585",1,,대전광역시 동구 삼성동 458,36.34379600,127.41387200,,한전주,042-120,대전광역시,2022-12-15
"삼성동586",1,,대전광역시 동구 삼성동 474,36.34458900,127.41729700,,전용주,042-120,대전광역시,2022-12-15
"삼성동587",1,,대전광역시 동구 삼성동 474,36.34462400,127.41786200,,한전주,042-120,대전광역시,2022-12-15
"삼성동588",1,,대전광역시 동구 삼성동 382-18,36.34440600,127.41780800,,한전주,042-120,대전광역시,2022-12-15
"삼성동589",1,,대전광역시 동구 삼성동 380-8,36.34470000,127.41888400,,한전주,042-120,대전광역시,2022-12-15
"삼성동590",1,,대전광역시 동구 삼성동 378-4,36.34403200,127.42030300,,한전주,042-120,대전광역시,2022-12-15
"삼성동591",1,,대전광역시 동구 삼성동 374-1,36.34306300,127.42032600,,한전주,042-120,대전광역시,2022-12-15
"삼성동592",1,,대전광역시 동구 삼성동 458,36.34236900,127.41934200,,한전주,042-120,대전광역시,2022-12-15
"삼성동593",1,,대전광역시 동구 삼성동 306-12,36.33934500,127.42698200,,한전주,042-120,대전광역시,2022-12-15
"삼성동594",1,,대전광역시 동구 삼성동 110-15,36.33678100,127.43081700,,한전주,042-120,대전광역시,2022-12-15
"삼성동595",1,,대전광역시 동구 삼성동 110-1,36.33688700,127.43109900,,한전주,042-120,대전광역시,2022-12-15
"삼성동596",1,,대전광역시 동구 삼성동 459,36.33673400,127.43142000,,한전주,042-120,대전광역시,2022-12-15
"삼성동597",1,,대전광역시 동구 삼성동 459,36.33723400,127.43122900,,한전주,042-120,대전광역시,2022-12-15
"삼성동598",1,,대전광역시 동구 삼성동 459,36.33794400,127.43105300,,한전주,042-120,대전광역시,2022-12-15
"삼성동599",1,,대전광역시 동구 삼성동 459,36.33728400,127.43075600,,전용주,042-120,대전광역시,2022-12-15
"삼성동600",1,,대전광역시 동구 삼성동 465,36.33931400,127.42885600,,한전주,042-120,대전광역시,2022-12-15
"삼정동001",1,,대전광역시 동구 삼정동 388,36.33172600,127.47970800,,한전주,042-120,대전광역시,2022-12-15
"삼정동002",1,,대전광역시 동구 삼정동 388,36.33126700,127.47949000,,한전주,042-120,대전광역시,2022-12-15
"삼정동003",1,,대전광역시 동구 삼정동 3-5,36.33094900,127.47923000,,한전주,042-120,대전광역시,2022-12-15
"삼정동004",1,,대전광역시 동구 삼정동 24-1,36.33070500,127.47880800,,한전주,042-120,대전광역시,2022-12-15
"삼정동005",1,,대전광역시 동구 삼정동 24,36.33048800,127.47845300,,한전주,042-120,대전광역시,2022-12-15
"삼정동006",1,,대전광역시 동구 삼정동 25-3,36.33027300,127.47808900,,한전주,042-120,대전광역시,2022-12-15
"삼정동007",1,,대전광역시 동구 삼정동 25-1,36.33006000,127.47772600,,한전주,042-120,대전광역시,2022-12-15
"삼정동008",1,,대전광역시 동구 삼정동 25-5,36.32983900,127.47731800,,한전주,042-120,대전광역시,2022-12-15
"삼정동009",1,,대전광역시 동구 삼정동 27,36.32969400,127.47694700,,한전주,042-120,대전광역시,2022-12-15
"삼정동010",1,,대전광역시 동구 삼정동 45-10,36.32922000,127.47655200,,한전주,042-120,대전광역시,2022-12-15
"삼정동011",1,,대전광역시 동구 삼정동 50-1,36.32856400,127.47611900,,한전주,042-120,대전광역시,2022-12-15
"삼정동012",1,,대전광역시 동구 삼정동 55-5,36.32773400,127.47569300,,한전주,042-120,대전광역시,2022-12-15
"삼정동013",1,,대전광역시 동구 삼정동 60-4,36.32714600,127.47518000,,한전주,042-120,대전광역시,2022-12-15
"삼정동014",1,,대전광역시 동구 삼정동 60-10,36.32672700,127.47562300,,전용주,042-120,대전광역시,2022-12-15
"삼정동015",1,,대전광역시 동구 삼정동 60-8,36.32687200,127.47562400,,전용주,042-120,대전광역시,2022-12-15
"삼정동016",1,,대전광역시 동구 삼정동 73-6,36.32654400,127.47537200,,한전주,042-120,대전광역시,2022-12-15
"삼정동017",1,,대전광역시 동구 삼정동 69-1,36.32619900,127.47535800,,전용주,042-120,대전광역시,2022-12-15
"삼정동018",1,,대전광역시 동구 삼정동 71,36.32583400,127.47526100,,한전주,042-120,대전광역시,2022-12-15
"삼정동019",1,,대전광역시 동구 삼정동 3-4,36.33129600,127.48032000,,한전주,042-120,대전광역시,2022-12-15
"삼정동020",1,,대전광역시 동구 삼정동 388-6,36.33089000,127.48075100,,한전주,042-120,대전광역시,2022-12-15
"삼정동021",1,,대전광역시 동구 삼정동 92-3,36.32666900,127.47269700,,한전주,042-120,대전광역시,2022-12-15
"삼정동022",1,,대전광역시 동구 삼정동 97,36.32607500,127.47265100,,한전주,042-120,대전광역시,2022-12-15
"삼정동023",1,,대전광역시 동구 삼정동 98-11,36.32590400,127.47249200,,한전주,042-120,대전광역시,2022-12-15
"삼정동024",1,,대전광역시 동구 삼정동 99-1,36.32543400,127.47228300,,한전주,042-120,대전광역시,2022-12-15
"삼정동025",1,,대전광역시 동구 삼정동 97,36.32614300,127.47247900,,한전주,042-120,대전광역시,2022-12-15
"삼정동026",1,,대전광역시 동구 삼정동 98-12,36.32586200,127.47227700,,한전주,042-120,대전광역시,2022-12-15
"삼정동027",1,,대전광역시 동구 삼정동 98-46,36.32627700,127.47219600,,한전주,042-120,대전광역시,2022-12-15
"삼정동028",1,,대전광역시 동구 삼정동 98-5,36.32589200,127.47206500,,전용주,042-120,대전광역시,2022-12-15
"삼정동029",1,,대전광역시 동구 삼정동 97-4,36.32659900,127.47216700,,한전주,042-120,대전광역시,2022-12-15
"삼정동030",1,,대전광역시 동구 삼정동 98-1,36.32638600,127.47197700,,한전주,042-120,대전광역시,2022-12-15
"삼정동031",1,,대전광역시 동구 삼정동 98-1,36.32654500,127.47174400,,한전주,042-120,대전광역시,2022-12-15
"삼정동032",1,,대전광역시 동구 삼정동 97-28,36.32700800,127.47180500,,한전주,042-120,대전광역시,2022-12-15
"삼정동033",1,,대전광역시 동구 삼정동 99-14,36.32544400,127.47258100,,전용주,042-120,대전광역시,2022-12-15
"삼정동034",1,,대전광역시 동구 삼정동 118-5,36.32307200,127.47143000,,한전주,042-120,대전광역시,2022-12-15
"삼정동035",1,,대전광역시 동구 삼정동 189-17,36.32160700,127.47146300,,한전주,042-120,대전광역시,2022-12-15
"삼정동036",1,,대전광역시 동구 삼정동 189-22,36.32120200,127.47133300,,한전주,042-120,대전광역시,2022-12-15
"삼정동037",1,,대전광역시 동구 삼정동 98-66,36.32084000,127.47110800,,한전주,042-120,대전광역시,2022-12-15
"삼정동038",1,,대전광역시 동구 삼정동 189-29,36.32091300,127.47105800,,한전주,042-120,대전광역시,2022-12-15
"삼정동039",1,,대전광역시 동구 삼정동 189-22,36.32144100,127.47131800,,한전주,042-120,대전광역시,2022-12-15
"삼정동040",1,,대전광역시 동구 삼정동 189-19,36.32161100,127.47096500,,한전주,042-120,대전광역시,2022-12-15
"삼정동041",1,,대전광역시 동구 삼정동 189-33,36.32116400,127.47068100,,한전주,042-120,대전광역시,2022-12-15
"삼정동042",1,,대전광역시 동구 삼정동 189-33,36.32068800,127.47041900,,한전주,042-120,대전광역시,2022-12-15
"삼정동043",1,,대전광역시 동구 삼정동 189-29,36.32044500,127.47082200,,한전주,042-120,대전광역시,2022-12-15
"삼정동044",1,,대전광역시 동구 삼정동 98-66,36.32065200,127.47097300,,한전주,042-120,대전광역시,2022-12-15
"삼정동045",1,,대전광역시 동구 삼정동 190-6,36.31974300,127.46954000,,한전주,042-120,대전광역시,2022-12-15
"삼정동046",1,,대전광역시 동구 삼정동 199-2,36.31728200,127.46841400,,한전주,042-120,대전광역시,2022-12-15
"삼정동047",1,,대전광역시 동구 삼정동 199-2,36.31740000,127.46874600,,한전주,042-120,대전광역시,2022-12-15
"삼정동048",1,,대전광역시 동구 삼정동 256-2,36.31626500,127.47208300,,한전주,042-120,대전광역시,2022-12-15
"삼정동049",1,,대전광역시 동구 삼정동 257,36.31622400,127.47272300,,전용주,042-120,대전광역시,2022-12-15
"삼정동050",1,,대전광역시 동구 삼정동 236,36.31590900,127.47331100,,전용주,042-120,대전광역시,2022-12-15
"삼정동051",1,,대전광역시 동구 삼정동 269,36.31550100,127.47384900,,한전주,042-120,대전광역시,2022-12-15
"삼정동052",1,,대전광역시 동구 삼정동 267,36.31498500,127.47397900,,한전주,042-120,대전광역시,2022-12-15
"삼정동053",1,,대전광역시 동구 삼정동 270-2,36.31516800,127.47436100,,한전주,042-120,대전광역시,2022-12-15
"삼정동054",1,,대전광역시 동구 삼정동 359-3,36.31484000,127.47419200,,한전주,042-120,대전광역시,2022-12-15
"삼정동055",1,,대전광역시 동구 삼정동 356,36.31461800,127.47456700,,한전주,042-120,대전광역시,2022-12-15
"삼정동056",1,,대전광역시 동구 삼정동 36-1,36.31431600,127.47496300,,한전주,042-120,대전광역시,2022-12-15
"삼정동057",1,,대전광역시 동구 삼정동 266-1,36.31478700,127.47325400,,한전주,042-120,대전광역시,2022-12-15
"삼정동058",1,,대전광역시 동구 삼정동 378,36.31506500,127.47245100,,한전주,042-120,대전광역시,2022-12-15
"삼정동059",1,,대전광역시 동구 삼정동 378,36.31512100,127.47205100,,한전주,042-120,대전광역시,2022-12-15
"삼정동060",1,,대전광역시 동구 삼정동 378,36.31548000,127.47179700,,한전주,042-120,대전광역시,2022-12-15
"삼정동061",1,,대전광역시 동구 삼정동 404,36.31764800,127.47453500,,한전주,042-120,대전광역시,2022-12-15
"삼정동062",1,,대전광역시 동구 삼정동 281-1,36.31758800,127.47498000,,한전주,042-120,대전광역시,2022-12-15
"삼정동063",1,,대전광역시 동구 삼정동 284,36.31753200,127.47534200,,한전주,042-120,대전광역시,2022-12-15
"삼정동064",1,,대전광역시 동구 삼정동 327,36.31775900,127.47562200,,한전주,042-120,대전광역시,2022-12-15
"삼정동065",1,,대전광역시 동구 삼정동 327,36.31765600,127.47601400,,한전주,042-120,대전광역시,2022-12-15
"삼정동066",1,,대전광역시 동구 삼정동 330,36.31767400,127.47635900,,한전주,042-120,대전광역시,2022-12-15
"삼정동067",1,,대전광역시 동구 삼정동 332-1,36.31780700,127.47649600,,한전주,042-120,대전광역시,2022-12-15
"삼정동068",1,,대전광역시 동구 삼정동 338,36.31842400,127.47717100,,한전주,042-120,대전광역시,2022-12-15
"삼정동069",1,,대전광역시 동구 삼정동 3472-3,36.31856500,127.47734100,,한전주,042-120,대전광역시,2022-12-15
"삼정동070",1,,대전광역시 동구 삼정동 154-4,36.31896200,127.47732200,,전용주,042-120,대전광역시,2022-12-15
"삼정동071",1,,대전광역시 동구 삼정동 159,36.31889700,127.47667800,,한전주,042-120,대전광역시,2022-12-15
"삼정동072",1,,대전광역시 동구 삼정동 154-3,36.31924800,127.47658300,,한전주,042-120,대전광역시,2022-12-15
"삼정동073",1,,대전광역시 동구 삼정동 154-1,36.31928800,127.47687500,,전용주,042-120,대전광역시,2022-12-15
"삼정동074",1,,대전광역시 동구 삼정동 151-2,36.31944000,127.47657600,,전용주,042-120,대전광역시,2022-12-15
"삼정동075",1,,대전광역시 동구 삼정동 153-2,36.31962300,127.47706900,,한전주,042-120,대전광역시,2022-12-15
"삼정동076",1,,대전광역시 동구 삼정동 330,36.31737300,127.47634300,,한전주,042-120,대전광역시,2022-12-15
"삼정동077",1,,대전광역시 동구 삼정동 326-1,36.31711400,127.47619100,,한전주,042-120,대전광역시,2022-12-15
"삼정동078",1,,대전광역시 동구 삼정동 286-1,36.31700500,127.47594300,,한전주,042-120,대전광역시,2022-12-15
"삼정동079",1,,대전광역시 동구 삼정동 327,36.31742700,127.47562200,,전용주,042-120,대전광역시,2022-12-15
"삼정동080",1,,대전광역시 동구 삼정동 325-1,36.31669800,127.47614700,,한전주,042-120,대전광역시,2022-12-15
"삼정동081",1,,대전광역시 동구 삼정동 325-1,36.31642000,127.47625400,,한전주,042-120,대전광역시,2022-12-15
"삼정동082",1,,대전광역시 동구 삼정동 319,36.31617800,127.47650800,,한전주,042-120,대전광역시,2022-12-15
"삼정동083",1,,대전광역시 동구 삼정동 288,36.31571300,127.47619900,,한전주,042-120,대전광역시,2022-12-15
"삼정동084",1,,대전광역시 동구 삼정동 292-1,36.31590100,127.47588300,,한전주,042-120,대전광역시,2022-12-15
"삼정동085",1,,대전광역시 동구 삼정동 298,36.31589600,127.47666000,,한전주,042-120,대전광역시,2022-12-15
"삼정동086",1,,대전광역시 동구 삼정동 346-7,36.31504400,127.47782700,,전용주,042-120,대전광역시,2022-12-15
"삼정동087",1,,대전광역시 동구 삼정동 346-3,36.31363600,127.47900100,,전용주,042-120,대전광역시,2022-12-15
"삼정동088",1,,대전광역시 동구 삼정동 산25,36.31660100,127.47717100,,한전주,042-120,대전광역시,2022-12-15
"삼정동089",1,,대전광역시 동구 삼정동 산25,36.31658800,127.47820300,,한전주,042-120,대전광역시,2022-12-15
"삼정동090",1,,대전광역시 동구 삼정동 산 43-1,36.31682600,127.47032200,,한전주,042-120,대전광역시,2022-12-15
"삼정동091",1,,대전광역시 동구 삼정동 산 43-8,36.31697500,127.47055800,,한전주,042-120,대전광역시,2022-12-15
"삼정동092",1,,대전광역시 동구 삼정동 243-6,36.31700900,127.47081800,,한전주,042-120,대전광역시,2022-12-15
"삼정동093",1,,대전광역시 동구 삼정동 302,36.31560500,127.47702000,,한전주,042-120,대전광역시,2022-12-15
"삼정동094",1,,대전광역시 동구 삼정동 산 18-1,36.31924100,127.48034700,,한전주,042-120,대전광역시,2022-12-15
"삼정동095",1,,대전광역시 동구 삼정동 산 18-1,36.31882900,127.48050700,,한전주,042-120,대전광역시,2022-12-15
"삼정동096",1,,대전광역시 동구 삼정동 산 18-1,36.31847400,127.48062900,,한전주,042-120,대전광역시,2022-12-15
"삼정동097",1,,대전광역시 동구 삼정동 산 18-1,36.31813800,127.48075100,,한전주,042-120,대전광역시,2022-12-15
"삼정동098",1,,대전광역시 동구 삼정동 산 18-1,36.31785600,127.48091100,,한전주,042-120,대전광역시,2022-12-15
"삼정동099",1,,대전광역시 동구 삼정동 산 19-11,36.31741000,127.48082000,,한전주,042-120,대전광역시,2022-12-15
"삼정동100",1,,대전광역시 동구 삼정동 3-9,36.32938000,127.47988900,,한전주,042-120,대전광역시,2022-12-15
"삼정동101",1,,대전광역시 동구 삼정동 산 5-23,36.32905200,127.47974400,,한전주,042-120,대전광역시,2022-12-15
"삼정동102",1,,대전광역시 동구 삼정동 산 5-27,36.32824300,127.47931700,,한전주,042-120,대전광역시,2022-12-15
"삼정동103",1,,대전광역시 동구 삼정동 24-15,36.32786900,127.47900400,,한전주,042-120,대전광역시,2022-12-15
"삼정동104",1,,대전광역시 동구 삼정동 산 6-5,36.32737700,127.47853100,,한전주,042-120,대전광역시,2022-12-15
"삼정동105",1,,대전광역시 동구 삼정동 산 6-5,36.32696200,127.47856100,,한전주,042-120,대전광역시,2022-12-15
"삼정동106",1,,대전광역시 동구 삼정동 산 6-5,36.32624800,127.47891200,,한전주,042-120,대전광역시,2022-12-15
"삼정동107",1,,대전광역시 동구 삼정동 산 7-7,36.32577900,127.47885900,,한전주,042-120,대전광역시,2022-12-15
"삼정동108",1,,대전광역시 동구 삼정동 산 7-10,36.32536300,127.47882100,,한전주,042-120,대전광역시,2022-12-15
"삼정동109",1,,대전광역시 동구 삼정동 산 7-10,36.32534000,127.47946900,,한전주,042-120,대전광역시,2022-12-15
"삼정동110",1,,대전광역시 동구 삼정동 산 7-10,36.32537800,127.47985100,,한전주,042-120,대전광역시,2022-12-15
"삼정동111",1,,대전광역시 동구 삼정동 산 7-7,36.32513400,127.47994200,,한전주,042-120,대전광역시,2022-12-15
"삼정동112",1,,대전광역시 동구 삼정동 산 7-10,36.32468400,127.47972100,,한전주,042-120,대전광역시,2022-12-15
"삼정동113",1,,대전광역시 동구 삼정동 산 7-10,36.32403900,127.47910300,,한전주,042-120,대전광역시,2022-12-15
"삼정동114",1,,대전광역시 동구 삼정동 산 7-10,36.32373800,127.47895100,,한전주,042-120,대전광역시,2022-12-15
"삼정동115",1,,대전광역시 동구 삼정동 산 8,36.32299800,127.47895800,,한전주,042-120,대전광역시,2022-12-15
"삼정동116",1,,대전광역시 동구 삼정동 산 9-1,36.32273100,127.47944600,,한전주,042-120,대전광역시,2022-12-15
"삼정동117",1,,대전광역시 동구 삼정동 산 9-1,36.32212400,127.47923300,,한전주,042-120,대전광역시,2022-12-15
"삼정동118",1,,대전광역시 동구 삼정동 산 9-1,36.32181200,127.47930900,,한전주,042-120,대전광역시,2022-12-15
"삼정동119",1,,대전광역시 동구 삼정동 산 18-1,36.32173200,127.47983600,,한전주,042-120,대전광역시,2022-12-15
"삼정동120",1,,대전광역시 동구 삼정동 산 18-1,36.32136500,127.47975900,,한전주,042-120,대전광역시,2022-12-15
"삼정동121",1,,대전광역시 동구 삼정동 산 18-1,36.32074700,127.47981300,,한전주,042-120,대전광역시,2022-12-15
"삼정동122",1,,대전광역시 동구 삼정동 산 18-1,36.32032800,127.47991200,,한전주,042-120,대전광역시,2022-12-15
"삼정동123",1,,대전광역시 동구 삼정동 산 29-9,36.31419800,127.48117100,,한전주,042-120,대전광역시,2022-12-15
"삼정동124",1,,대전광역시 동구 삼정동 산 29-15,36.31298100,127.48149900,,한전주,042-120,대전광역시,2022-12-15
"삼정동125",1,,대전광역시 동구 삼정동 산 29-11,36.31224100,127.48177300,,한전주,042-120,대전광역시,2022-12-15
"삼정동126",1,,대전광역시 동구 삼정동 산 19-11,36.31554400,127.48102600,,한전주,042-120,대전광역시,2022-12-15
"삼정동127",1,,대전광역시 동구 삼정동 산 19-11,36.31492200,127.48096500,,한전주,042-120,대전광역시,2022-12-15
"삼정동128",1,,대전광역시 동구 삼정동 산 29-1,36.31441100,127.48104900,,한전주,042-120,대전광역시,2022-12-15
"삼정동129",1,,대전광역시 동구 삼정동 산 29-4,36.31387700,127.48103300,,한전주,042-120,대전광역시,2022-12-15
"삼정동130",1,,대전광역시 동구 삼정동 산 29-11,36.31325900,127.48098800,,한전주,042-120,대전광역시,2022-12-15
"삼정동131",1,,대전광역시 동구 삼정동 산 19-11,36.31710800,127.48040800,,한전주,042-120,대전광역시,2022-12-15
"삼정동132",1,,대전광역시 동구 삼정동 산 18-1,36.31975900,127.48012500,,한전주,042-120,대전광역시,2022-12-15
"삼정동133",1,,대전광역시 동구 삼정동 산 19-11,36.31687200,127.48016400,,한전주,042-120,대전광역시,2022-12-15
"삼정동134",1,,대전광역시 동구 삼정동 산 19-11,36.31660800,127.48009500,,한전주,042-120,대전광역시,2022-12-15
"삼정동135",1,,대전광역시 동구 삼정동 산 19-14,36.31641800,127.48027000,,한전주,042-120,대전광역시,2022-12-15
"삼정동136",1,,대전광역시 동구 삼정동 산 19-14,36.31602900,127.48073600,,한전주,042-120,대전광역시,2022-12-15
"상소동001",1,,대전광역시 동구 상소동 42-20,36.23644500,127.46823700,,전용주,042-120,대전광역시,2022-12-15
"상소동002",1,,대전광역시 동구 상소동 11-1,36.23564900,127.46881600,,한전주,042-120,대전광역시,2022-12-15
"상소동003",1,,대전광역시 동구 상소동 11-1,36.23582000,127.46947700,,전용주,042-120,대전광역시,2022-12-15
"상소동004",1,,대전광역시 동구 상소동 11-1,36.23654700,127.46970300,,전용주,042-120,대전광역시,2022-12-15
"상소동005",1,,대전광역시 동구 상소동 18-2,36.23605600,127.46743100,,한전주,042-120,대전광역시,2022-12-15
"상소동006",1,,대전광역시 동구 상소동 18-2,36.23599700,127.46680800,,전용주,042-120,대전광역시,2022-12-15
"상소동007",1,,대전광역시 동구 상소동 53-3,36.23673400,127.46561900,,한전주,042-120,대전광역시,2022-12-15
"상소동008",1,,대전광역시 동구 상소동 52,36.23680600,127.46508000,,한전주,042-120,대전광역시,2022-12-15
"상소동009",1,,대전광역시 동구 상소동 48,36.23665500,127.46457000,,한전주,042-120,대전광역시,2022-12-15
"상소동010",1,,대전광역시 동구 상소동 47-3,36.23637000,127.46424000,,한전주,042-120,대전광역시,2022-12-15
"상소동011",1,,대전광역시 동구 상소동 27,36.23494100,127.46322200,,전용주,042-120,대전광역시,2022-12-15
"상소동012",1,,대전광역시 동구 상소동 142,36.23529900,127.46154800,,한전주,042-120,대전광역시,2022-12-15
"상소동013",1,,대전광역시 동구 상소동 134,36.23529200,127.46104700,,한전주,042-120,대전광역시,2022-12-15
"상소동014",1,,대전광역시 동구 상소동 133-2,36.23532200,127.46033000,,한전주,042-120,대전광역시,2022-12-15
"상소동015",1,,대전광역시 동구 상소동 124-1,36.23528400,127.45948700,,한전주,042-120,대전광역시,2022-12-15
"상소동016",1,,대전광역시 동구 상소동 109-2,36.23510500,127.45801500,,전용주,042-120,대전광역시,2022-12-15
"상소동017",1,,대전광역시 동구 상소동 886-1,36.23465600,127.45587600,,한전주,042-120,대전광역시,2022-12-15
"상소동018",1,,대전광역시 동구 상소동 853,36.23464200,127.45555400,,한전주,042-120,대전광역시,2022-12-15
"상소동019",1,,대전광역시 동구 상소동 854-3,36.23439500,127.45520200,,한전주,042-120,대전광역시,2022-12-15
"상소동020",1,,대전광역시 동구 상소동 844-3,36.23451600,127.45473800,,한전주,042-120,대전광역시,2022-12-15
"상소동021",1,,대전광역시 동구 상소동 848,36.23499100,127.45504900,,전용주,042-120,대전광역시,2022-12-15
"상소동022",1,,대전광역시 동구 상소동 845,36.23529800,127.45486200,,전용주,042-120,대전광역시,2022-12-15
"상소동023",1,,대전광역시 동구 상소동 844-1,36.23478500,127.45455600,,한전주,042-120,대전광역시,2022-12-15
"상소동024",1,,대전광역시 동구 상소동 812-1,36.23377400,127.45435300,,한전주,042-120,대전광역시,2022-12-15
"상소동025",1,,대전광역시 동구 상소동 811,36.23347500,127.45410900,,한전주,042-120,대전광역시,2022-12-15
"상소동027",1,,대전광역시 동구 상소동 859-7,36.23267500,127.45430200,,한전주,042-120,대전광역시,2022-12-15
"상소동029",1,,대전광역시 동구 상소동 809-5,36.23250100,127.45329700,,전용주,042-120,대전광역시,2022-12-15
"상소동030",1,,대전광역시 동구 상소동 845,36.23527500,127.45442300,,한전주,042-120,대전광역시,2022-12-15
"상소동031",1,,대전광역시 동구 상소동 163,36.23380900,127.46231800,,전용주,042-120,대전광역시,2022-12-15
"상소동032",1,,대전광역시 동구 상소동 519,36.22987700,127.45481100,,전용주,042-120,대전광역시,2022-12-15
"상소동033",1,,대전광역시 동구 상소동 518-1,36.22955000,127.45490400,,한전주,042-120,대전광역시,2022-12-15
"상소동034",1,,대전광역시 동구 상소동 515,36.22936900,127.45509500,,한전주,042-120,대전광역시,2022-12-15
"상소동035",1,,대전광역시 동구 상소동 502-1,36.22912100,127.45526800,,한전주,042-120,대전광역시,2022-12-15
"상소동036",1,,대전광역시 동구 상소동 507-4,36.22931800,127.45540300,,한전주,042-120,대전광역시,2022-12-15
"상소동037",1,,대전광역시 동구 상소동 506-6,36.22898300,127.45544800,,한전주,042-120,대전광역시,2022-12-15
"상소동038",1,,대전광역시 동구 상소동 504-2,36.22866800,127.45575000,,한전주,042-120,대전광역시,2022-12-15
"상소동040",1,,대전광역시 동구 상소동 479-2,36.22835600,127.45597900,,한전주,042-120,대전광역시,2022-12-15
"상소동041",1,,대전광역시 동구 상소동 474,36.22804300,127.45663600,,전용주,042-120,대전광역시,2022-12-15
"상소동042",1,,대전광역시 동구 상소동 466-1,36.22792900,127.45632700,,한전주,042-120,대전광역시,2022-12-15
"상소동044",1,,대전광역시 동구 상소동 265-4,36.22711200,127.45688600,,한전주,042-120,대전광역시,2022-12-15
"상소동045",1,,대전광역시 동구 상소동 266,36.22720000,127.45724800,,한전주,042-120,대전광역시,2022-12-15
"상소동046",1,,대전광역시 동구 상소동 263,36.22739400,127.45740000,,한전주,042-120,대전광역시,2022-12-15
"상소동049",1,,대전광역시 동구 상소동 493-1,36.22878800,127.45337300,,한전주,042-120,대전광역시,2022-12-15
