"보안등위치명",설치개수,소재지도로명주소,소재지지번주소,위도,경도,설치연도,설치형태,관리기관전화번호,관리기관명,데이터기준일자
"문화동274",1,대전광역시 중구 보문산로293번길7,대전광역시 중구 문화동109-1,36.31026459,127.41079710,,한전주,042-120,대전광역시,2022-12-15
"문화동275",1,대전광역시 중구 과례로22번길5-9,대전광역시 중구 문화동123-15,36.31035233,127.41062930,,한전주,042-120,대전광역시,2022-12-15
"문화동276",1,대전광역시 중구 과례로22번길5-8,대전광역시 중구 문화동123-3,36.31033325,127.41044620,,전용주,042-120,대전광역시,2022-12-15
"문화동277",1,,대전광역시 중구 문화동124-4,36.31036377,127.41014860,,한전주,042-120,대전광역시,2022-12-15
"문화동278",1,대전광역시 중구 과례로22번길11,대전광역시 중구 문화동124-12,36.31013489,127.41020970,,한전주,042-120,대전광역시,2022-12-15
"문화동279",1,대전광역시 중구 과례로22번길13-5,대전광역시 중구 문화동722-21,36.31000900,127.41052250,,전용주,042-120,대전광역시,2022-12-15
"문화동280",1,대전광역시 중구 과례로25,대전광역시 중구 문화동125-6,36.31092453,127.41039280,,한전주,042-120,대전광역시,2022-12-15
"문화동281",1,대전광역시 중구 과례로32,대전광역시 중구 문화동134-1,36.31122971,127.41081240,,한전주,042-120,대전광역시,2022-12-15
"문화동282",1,대전광역시 중구 과례로35-1,대전광역시 중구 문화동136-1,36.31164932,127.41104890,,한전주,042-120,대전광역시,2022-12-15
"문화동283",1,대전광역시 중구 과례로23-27,대전광역시 중구 문화동216-7,36.31169510,127.41073610,,한전주,042-120,대전광역시,2022-12-15
"문화동284",1,대전광역시 중구 과례로23-23,대전광역시 중구 문화동138-8,36.31158066,127.41050720,,한전주,042-120,대전광역시,2022-12-15
"문화동285",1,대전광역시 중구 과례로23-22,대전광역시 중구 문화동138-7,36.31137085,127.41035460,,한전주,042-120,대전광역시,2022-12-15
"문화동286",1,대전광역시 중구 과례로27,대전광역시 중구 문화동138-4,36.31110382,127.41027070,,한전주,042-120,대전광역시,2022-12-15
"문화동287",1,,대전광역시 중구 문화동217,36.31202698,127.41068270,,전용주,042-120,대전광역시,2022-12-15
"문화동288",1,,대전광역시 중구 문화동141,36.31224442,127.41060640,,전용주,042-120,대전광역시,2022-12-15
"문화동289",1,대전광역시 중구 과례로39번길22,대전광역시 중구 문화동221-2,36.31246185,127.41059110,,전용주,042-120,대전광역시,2022-12-15
"문화동290",1,,대전광역시 중구 문화동236-6,36.31234741,127.41107180,,한전주,042-120,대전광역시,2022-12-15
"문화동291",1,,대전광역시 중구 문화동232-1,36.31240845,127.41139980,,한전주,042-120,대전광역시,2022-12-15
"문화동292",1,,대전광역시 중구 문화동217,36.31202316,127.41097260,,한전주,042-120,대전광역시,2022-12-15
"문화동293",1,,대전광역시 중구 문화동231-11,36.31283188,127.41126250,,한전주,042-120,대전광역시,2022-12-15
"문화동294",1,,대전광역시 중구 문화동222-1,36.31276703,127.41072080,,한전주,042-120,대전광역시,2022-12-15
"문화동295",1,대전광역시 중구 과례로39번길38,대전광역시 중구 문화동231-21,36.31308746,127.41065220,,한전주,042-120,대전광역시,2022-12-15
"문화동296",1,대전광역시 중구 과례로39번길48,대전광역시 중구 문화동204-8,36.31349945,127.41062160,,한전주,042-120,대전광역시,2022-12-15
"문화동297",1,대전광역시 중구 과례로67번길37,대전광역시 중구 문화동270-6,36.31386948,127.41091920,,한전주,042-120,대전광역시,2022-12-15
"문화동298",1,,대전광역시 중구 문화동204-1,36.31386185,127.41062160,,한전주,042-120,대전광역시,2022-12-15
"문화동299",1,,대전광역시 중구 문화동204,36.31386948,127.40998840,,전용주,042-120,대전광역시,2022-12-15
"문화동300",1,,대전광역시 중구 문화동204-2,36.31386185,127.40955350,,전용주,042-120,대전광역시,2022-12-15
"문화동301",1,,대전광역시 중구 문화동204,36.31386948,127.40908810,,전용주,042-120,대전광역시,2022-12-15
"문화동302",1,대전광역시 중구 문화로234번길66,대전광역시 중구 문화동714-168,36.31350708,127.41134640,,한전주,042-120,대전광역시,2022-12-15
"문화동303",1,대전광역시 중구 문화로234번길76,대전광역시 중구 문화동720-21,36.31329727,127.41143040,,한전주,042-120,대전광역시,2022-12-15
"문화동304",1,대전광역시 중구 문화로234번길91,대전광역시 중구 문화동718-19,36.31277847,127.41174320,,한전주,042-120,대전광역시,2022-12-15
"문화동305",1,대전광역시 중구 문화로234번길85-3,대전광역시 중구 문화동257-23,36.31287384,127.41143040,,한전주,042-120,대전광역시,2022-12-15
"문화동306",1,대전광역시 중구 문화로234번길79,대전광역시 중구 문화동257-19,36.31300735,127.41150670,,전용주,042-120,대전광역시,2022-12-15
"문화동307",1,,대전광역시 중구 문화동258-1,36.31333160,127.41154480,,한전주,042-120,대전광역시,2022-12-15
"문화동308",1,대전광역시 중구 보문로333번길33,대전광역시 중구 문화동247-6,36.31332779,127.41215520,,한전주,042-120,대전광역시,2022-12-15
"문화동309",1,대전광역시 중구 문화로234번길79-12,대전광역시 중구 문화동257-6,36.31324768,127.41192630,,전용주,042-120,대전광역시,2022-12-15
"문화동310",1,대전광역시 중구 문화로234번길79-8,대전광역시 중구 문화동257-11,36.31309509,127.41178130,,전용주,042-120,대전광역시,2022-12-15
"문화동311",1,,대전광역시 중구 문화동194-11,36.31387329,127.40885930,,한전주,042-120,대전광역시,2022-12-15
"문화동312",1,,대전광역시 중구 문화동263-6,36.31399918,127.41268160,,한전주,042-120,대전광역시,2022-12-15
"문화동313",1,,대전광역시 중구 문화동263-6,36.31401062,127.41224670,,한전주,042-120,대전광역시,2022-12-15
"문화동314",1,대전광역시 중구 과례로67번길24,대전광역시 중구 문화동263-11,36.31398773,127.41152950,,한전주,042-120,대전광역시,2022-12-15
"문화동315",1,,대전광역시 중구 문화동202-1,36.31545639,127.40901180,,한전주,042-120,대전광역시,2022-12-15
"문화동316",1,대전광역시 중구 문화로218번길14,대전광역시 중구 문화동203-6,36.31515884,127.40894320,,한전주,042-120,대전광역시,2022-12-15
"문화동317",1,대전광역시 중구 서문로74-9,대전광역시 중구 문화동284-194,36.31510162,127.40855410,,한전주,042-120,대전광역시,2022-12-15
"문화동318",1,대전광역시 중구 서문로74,대전광역시 중구 문화동284-193,36.31502914,127.40830230,,전용주,042-120,대전광역시,2022-12-15
"문화동319",1,대전광역시 중구 문화로218번길24,대전광역시 중구 문화동203-4,36.31480026,127.40892030,,한전주,042-120,대전광역시,2022-12-15
"문화동320",1,대전광역시 중구 문화로218번길30,대전광역시 중구 문화동202-6,36.31450653,127.40892030,,한전주,042-120,대전광역시,2022-12-15
"문화동321",1,대전광역시 중구 서문로74-16,대전광역시 중구 문화동198-1,36.31468201,127.40861510,,한전주,042-120,대전광역시,2022-12-15
"문화동322",1,대전광역시 중구 서문로74-22,대전광역시 중구 문화동197-2,36.31453705,127.40844730,,한전주,042-120,대전광역시,2022-12-15
"문화동323",1,대전광역시 중구 문화로218번길36,대전광역시 중구 문화동194-1,36.31424332,127.40890500,,한전주,042-120,대전광역시,2022-12-15
"문화동324",1,대전광역시 중구 서문로64-5,대전광역시 중구 문화동195-6,36.31392288,127.40855410,,한전주,042-120,대전광역시,2022-12-15
"문화동325",1,대전광역시 중구 서문로62,대전광역시 중구 문화동195-8,36.31399155,127.40840150,,전용주,042-120,대전광역시,2022-12-15
"문화동326",1,대전광역시 중구 서문로50,대전광역시 중구 문화동192-17,36.31361389,127.40862270,,한전주,042-120,대전광역시,2022-12-15
"문화동327",1,대전광역시 중구 서문로43번길74-10,대전광역시 중구 문화동373-2,36.31409073,127.40446470,,한전주,042-120,대전광역시,2022-12-15
"문화동328",1,대전광역시 중구 서문로43번길74-8,대전광역시 중구 문화동284-20,36.31406403,127.40472410,,전용주,042-120,대전광역시,2022-12-15
"문화동329",1,대전광역시 중구 문화로182-14,대전광역시 중구 문화동284-176,36.31414795,127.40497590,,한전주,042-120,대전광역시,2022-12-15
"문화동330",1,대전광역시 중구 문화로182-12,대전광역시 중구 문화동284-43,36.31419373,127.40513610,,한전주,042-120,대전광역시,2022-12-15
"문화동331",1,대전광역시 중구 문화로182-3,대전광역시 중구 문화동284-64,36.31433868,127.40547180,,한전주,042-120,대전광역시,2022-12-15
"문화동332",1,대전광역시 중구 서문로34번길74-2,대전광역시 중구 문화동733-9,36.31384277,127.40480040,,한전주,042-120,대전광역시,2022-12-15
"문화동333",1,대전광역시 중구 서문로43번길62-9,대전광역시 중구 문화동284-80,36.31389236,127.40544130,,한전주,042-120,대전광역시,2022-12-15
"문화동334",1,대전광역시 중구 서문로43번길62-18,대전광역시 중구 문화동284-78,36.31414032,127.40571590,,한전주,042-120,대전광역시,2022-12-15
"문화동335",1,,대전광역시 중구 문화동422-7,36.31306076,127.40618900,,한전주,042-120,대전광역시,2022-12-15
"문화동336",1,,대전광역시 중구 문화동420-2,36.31295776,127.40660100,,한전주,042-120,대전광역시,2022-12-15
"문화동337",1,대전광역시 중구 서문로43번길23,대전광역시 중구 문화동187-1,36.31277084,127.40691380,,한전주,042-120,대전광역시,2022-12-15
"문화동338",1,대전광역시 중구 서문로43번길21,대전광역시 중구 문화동187-4,36.31266022,127.40711980,,한전주,042-120,대전광역시,2022-12-15
"문화동339",1,대전광역시 중구 서문로43번길17-2,대전광역시 중구 문화동186-11,36.31239319,127.40721130,,한전주,042-120,대전광역시,2022-12-15
"문화동340",1,대전광역시 중구 서문로43번길11,대전광역시 중구 문화동186-24,36.31253433,127.40749360,,한전주,042-120,대전광역시,2022-12-15
"문화동341",1,대전광역시 중구 서문로43번길11,대전광역시 중구 문화동187-19,36.31251907,127.40776820,,한전주,042-120,대전광역시,2022-12-15
"문화동342",1,대전광역시 중구 서문로43번길8,대전광역시 중구 문화동186-10,36.31227875,127.40735630,,한전주,042-120,대전광역시,2022-12-15
"문화동343",1,대전광역시 중구 서문로43번길16,대전광역시 중구 문화동185-13,36.31203842,127.40715790,,한전주,042-120,대전광역시,2022-12-15
"문화동344",1,대전광역시 중구 서문로43번길16-2,대전광역시 중구 문화동185-6,36.31211472,127.40700530,,전용주,042-120,대전광역시,2022-12-15
"문화동345",1,대전광역시 중구 서문로43번길13-6,대전광역시 중구 문화동185-16,36.31189346,127.40736390,,한전주,042-120,대전광역시,2022-12-15
"문화동346",1,대전광역시 중구 서문로43번길22,대전광역시 중구 문화동185-21,36.31177902,127.40699770,,한전주,042-120,대전광역시,2022-12-15
"문화동347",1,대전광역시 중구 서문로43번길27,대전광역시 중구 문화동426-17,36.31151581,127.40698240,,전용주,042-120,대전광역시,2022-12-15
"문화동348",1,,대전광역시 중구 문화동162-8,36.31077957,127.40768430,,한전주,042-120,대전광역시,2022-12-15
"문화동349",1,대전광역시 중구 서문로25번길20-1,대전광역시 중구 문화동426-1,36.31114197,127.40728760,,한전주,042-120,대전광역시,2022-12-15
"문화동350",1,대전광역시 중구 서문로25번길25,대전광역시 중구 문화동412-45,36.31126022,127.40683750,,한전주,042-120,대전광역시,2022-12-15
"문화동351",1,대전광역시 중구 서문로25번길32,대전광역시 중구 문화동412-16,36.31138611,127.40653990,,한전주,042-120,대전광역시,2022-12-15
"문화동352",1,대전광역시 중구 서문로25번길38,대전광역시 중구 문화동412-8,36.31151581,127.40632630,,한전주,042-120,대전광역시,2022-12-15
"문화동353",1,대전광역시 중구 서문로25번길37-8,대전광역시 중구 문화동412-19,36.31119156,127.40605930,,한전주,042-120,대전광역시,2022-12-15
"문화동354",1,대전광역시 중구 서문로25번길45-1,대전광역시 중구 문화동412-7,36.31163788,127.40615080,,한전주,042-120,대전광역시,2022-12-15
"문화동355",1,대전광역시 중구 서문로25번길45-4,대전광역시 중구 문화동412-9,36.31154633,127.40599060,,전용주,042-120,대전광역시,2022-12-15
"문화동356",1,대전광역시 중구 서문로25번길47,대전광역시 중구 문화동412-4,36.31185913,127.40602110,,한전주,042-120,대전광역시,2022-12-15
"문화동357",1,대전광역시 중구 서문로25번길75,대전광역시 중구 문화동413-14,36.31216812,127.40564730,,한전주,042-120,대전광역시,2022-12-15
"문화동358",1,대전광역시 중구 서문로25번길65,대전광역시 중구 문화동418-16,36.31246567,127.40530400,,한전주,042-120,대전광역시,2022-12-15
"문화동359",1,,대전광역시 중구 문화동422-3,36.31263351,127.40558620,,한전주,042-120,대전광역시,2022-12-15
"문화동360",1,,대전광역시 중구 문화동422-3,36.31288528,127.40590670,,한전주,042-120,대전광역시,2022-12-15
"문화동361",1,대전광역시 중구 서문로25번길81,대전광역시 중구 문화동418-1,36.31314850,127.40481570,,한전주,042-120,대전광역시,2022-12-15
"문화동362",1,대전광역시 중구 서문로25번길77,대전광역시 중구 문화동410-12,36.31291199,127.40496830,,한전주,042-120,대전광역시,2022-12-15
"문화동363",1,대전광역시 중구 서문로25번길71,대전광역시 중구 문화동418-1,36.31261063,127.40519710,,한전주,042-120,대전광역시,2022-12-15
"문화동364",1,대전광역시 중구 서문로25번길71,대전광역시 중구 문화동418-1,36.31256485,127.40523530,,한전주,042-120,대전광역시,2022-12-15
"문화동365",1,대전광역시 중구 천근로27번길71,대전광역시 중구 문화동413-9,36.31203079,127.40544890,,한전주,042-120,대전광역시,2022-12-15
"문화동366",1,대전광역시 중구 천근로27번길65,대전광역시 중구 문화동395-12,36.31182098,127.40522770,,한전주,042-120,대전광역시,2022-12-15
"문화동367",1,대전광역시 중구 천근로27번길63,대전광역시 중구 문화동714-48,36.31162643,127.40502170,,한전주,042-120,대전광역시,2022-12-15
"문화동368",1,대전광역시 중구 천근로69번길76-4,대전광역시 중구 문화동395-6,36.31191254,127.40495300,,한전주,042-120,대전광역시,2022-12-15
"문화동369",1,대전광역시 중구 천근로69번길76-9,대전광역시 중구 문화동412-39,36.31203079,127.40517430,,한전주,042-120,대전광역시,2022-12-15
"문화동370",1,대전광역시 중구 천근로69번길82-8,대전광역시 중구 문화동412-34,36.31220627,127.40497590,,전용주,042-120,대전광역시,2022-12-15
"문화동371",1,대전광역시 중구 천근로69번길60-12,대전광역시 중구 문화동395-18,36.31166840,127.40550990,,한전주,042-120,대전광역시,2022-12-15
"문화동372",1,대전광역시 중구 천근로69번길60-5,대전광역시 중구 문화동395-25,36.31146240,127.40538790,,한전주,042-120,대전광역시,2022-12-15
"문화동373",1,대전광역시 중구 천근로69번길52-7,대전광역시 중구 문화동431-8,36.31136703,127.40574650,,전용주,042-120,대전광역시,2022-12-15
"문화동374",1,대전광역시 중구 서문로43번안길46,대전광역시 중구 문화동412-42,36.31094742,127.40659330,,한전주,042-120,대전광역시,2022-12-15
"문화동375",1,대전광역시 중구 서문로25번안길14,대전광역시 중구 문화동412-48,36.31068802,127.40703580,,한전주,042-120,대전광역시,2022-12-15
"문화동376",1,대전광역시 중구 천근로69번길20-7,대전광역시 중구 문화동164-6,36.31030655,127.40715790,,한전주,042-120,대전광역시,2022-12-15
"문화동377",1,,대전광역시 중구 문화동161-7,36.31027222,127.40765380,,한전주,042-120,대전광역시,2022-12-15
"문화동378",1,대전광역시 중구 천근로69번길9,대전광역시 중구 문화동437-14,36.30949402,127.40724180,,한전주,042-120,대전광역시,2022-12-15
"문화동379",1,대전광역시 중구 천근로65,대전광역시 중구 문화동439-43,36.30947876,127.40696720,,한전주,042-120,대전광역시,2022-12-15
"문화동380",1,대전광역시 중구 천근로59,대전광역시 중구 문화동439-60,36.30947495,127.40645600,,한전주,042-120,대전광역시,2022-12-15
"문화동381",1,대전광역시 중구 천근로55,대전광역시 중구 문화동439-54,36.30946350,127.40602870,,한전주,042-120,대전광역시,2022-12-15
"문화동382",1,대전광역시 중구 천근로51,대전광역시 중구 문화동439-58,36.30945206,127.40572360,,한전주,042-120,대전광역시,2022-12-15
"문화동383",1,대전광역시 중구 천근로47,대전광역시 중구 문화동449-3,36.30946350,127.40513610,,한전주,042-120,대전광역시,2022-12-15
"문화동384",1,대전광역시 중구 천근로43,대전광역시 중구 문화동473-6,36.30946732,127.40477750,,한전주,042-120,대전광역시,2022-12-15
"문화동385",1,대전광역시 중구 천근로39,대전광역시 중구 문화동473-9,36.30947495,127.40435790,,한전주,042-120,대전광역시,2022-12-15
"문화동386",1,대전광역시 중구 천근로39,대전광역시 중구 문화동473-9,36.30946350,127.40415950,,한전주,042-120,대전광역시,2022-12-15
"문화동387",1,대전광역시 중구 천근로35,대전광역시 중구 문화동473-36,36.30945587,127.40380860,,한전주,042-120,대전광역시,2022-12-15
"문화동388",1,대전광역시 중구 천근로31,대전광역시 중구 문화동473-19,36.30943298,127.40339660,,한전주,042-120,대전광역시,2022-12-15
"문화동389",1,대전광역시 중구 천근로26,대전광역시 중구 문화동475-34,36.30938721,127.40287020,,한전주,042-120,대전광역시,2022-12-15
"문화동390",1,대전광역시 중구 천근로24,대전광역시 중구 문화동475-2,36.30959702,127.40261840,,한전주,042-120,대전광역시,2022-12-15
"문화동391",1,대전광역시 중구 천근로24,대전광역시 중구 문화동475-27,36.30936050,127.40226750,,건축물,042-120,대전광역시,2022-12-15
"문화동392",1,대전광역시 중구 천근로22-1,대전광역시 중구 문화동475-46,36.30950546,127.40215300,,전용주,042-120,대전광역시,2022-12-15
"문화동393",1,대전광역시 중구 천근로22,대전광역시 중구 문화동475-46,36.30965042,127.40228270,,건축물,042-120,대전광역시,2022-12-15
"문화동394",1,대전광역시 중구 천근로22,대전광역시 중구 문화동475-1,36.30979919,127.40243530,,한전주,042-120,대전광역시,2022-12-15
"문화동395",1,대전광역시 중구 천근로16-1,대전광역시 중구 문화동462-6,36.31013870,127.40206150,,한전주,042-120,대전광역시,2022-12-15
"문화동396",1,대전광역시 중구 천근로12,대전광역시 중구 문화동462-33,36.31051254,127.40167240,,한전주,042-120,대전광역시,2022-12-15
"문화동397",1,대전광역시 중구 산성로142-11,대전광역시 중구 문화동388-3,36.31178665,127.40229030,,한전주,042-120,대전광역시,2022-12-15
"문화동398",1,대전광역시 중구 산성로138번길16,대전광역시 중구 문화동470-6,36.31147385,127.40251920,,한전주,042-120,대전광역시,2022-12-15
"문화동399",1,대전광역시 중구 산성로138번길26,대전광역시 중구 문화동470-31,36.31135559,127.40283200,,한전주,042-120,대전광역시,2022-12-15
"문화동400",1,대전광역시 중구 산성로138번길12-15,대전광역시 중구 문화동470-8,36.31115723,127.40258790,,한전주,042-120,대전광역시,2022-12-15
"문화동401",1,대전광역시 중구 천근로9번길18,대전광역시 중구 문화동463-21,36.31100845,127.40237430,,한전주,042-120,대전광역시,2022-12-15
"문화동402",1,대전광역시 중구 천근로5-26,대전광역시 중구 문화동461-1,36.31120300,127.40210720,,한전주,042-120,대전광역시,2022-12-15
"문화동403",1,대전광역시 중구 천근로5-19,대전광역시 중구 문화동388-3,36.31132889,127.40198520,,한전주,042-120,대전광역시,2022-12-15
"문화동404",1,대전광역시 중구 산성로143-12,대전광역시 중구 문화동388-3,36.31141663,127.40204620,,한전주,042-120,대전광역시,2022-12-15
"문화동405",1,대전광역시 중구 산성로134-8,대전광역시 중구 문화동458-22,36.31156158,127.40189360,,한전주,042-120,대전광역시,2022-12-15
"문화동406",1,대전광역시 중구 천근로5-7,대전광역시 중구 문화동458-36,36.31110382,127.40158840,,한전주,042-120,대전광역시,2022-12-15
"문화동407",1,대전광역시 중구 천근로9번길10,대전광역시 중구 문화동463-28,36.31081390,127.40209200,,한전주,042-120,대전광역시,2022-12-15
"문화동408",1,대전광역시 중구 산성로138번길12-19,대전광역시 중구 문화동463-20,36.31091690,127.40273280,,한전주,042-120,대전광역시,2022-12-15
"문화동409",1,대전광역시 중구 천근로13-7,대전광역시 중구 문화동463-18,36.31051636,127.40216830,,한전주,042-120,대전광역시,2022-12-15
"문화동410",1,대전광역시 중구 천근로15번길8,대전광역시 중구 문화동465-13,36.31035233,127.40229030,,한전주,042-120,대전광역시,2022-12-15
"문화동411",1,대전광역시 중구 천근대로15번길16,대전광역시 중구 문화동465-6,36.31059265,127.40260310,,한전주,042-120,대전광역시,2022-12-15
"문화동412",1,대전광역시 중구 천근로15번길20,대전광역시 중구 문화동465-1,36.31080246,127.40291600,,한전주,042-120,대전광역시,2022-12-15
"문화동413",1,대전광역시 중구 산성로138번길32,대전광역시 중구 문화동470-39,36.31102753,127.40325930,,한전주,042-120,대전광역시,2022-12-15
"문화동414",1,대전광역시 중구 산성로138번길12-29,대전광역시 중구 문화동469-1,36.31061172,127.40312190,,전용주,042-120,대전광역시,2022-12-15
"문화동415",1,대전광역시 중구 산성로138번길40,대전광역시 중구 문화동469-4,36.31077957,127.40362550,,한전주,042-120,대전광역시,2022-12-15
"문화동416",1,대전광역시 중구 천근로19번길22,대전광역시 중구 문화동466-35,36.31048965,127.40333560,,한전주,042-120,대전광역시,2022-12-15
"문화동417",1,대전광역시 중구 천근로19번길14,대전광역시 중구 문화동466-8,36.31015396,127.40284730,,한전주,042-120,대전광역시,2022-12-15
"문화동418",1,대전광역시 중구 천근로27번길9,대전광역시 중구 문화동473-16,36.30973816,127.40329740,,한전주,042-120,대전광역시,2022-12-15
"문화동419",1,대전광역시 중구 천근로27번길19,대전광역시 중구 문화동466-31,36.31008911,127.40346530,,한전주,042-120,대전광역시,2022-12-15
"문화동420",1,대전광역시 중구 천근로27번길15,대전광역시 중구 문화동473-15,36.30989075,127.40343480,,한전주,042-120,대전광역시,2022-12-15
"문화동421",1,대전광역시 중구 천근로27번길25,대전광역시 중구 문화동466-42,36.31027985,127.40361790,,한전주,042-120,대전광역시,2022-12-15
"문화동422",1,대전광역시 중구 산성로138번길48,대전광역시 중구 문화동466-40,36.31058121,127.40387730,,한전주,042-120,대전광역시,2022-12-15
"문화동423",1,대전광역시 중구 천근로27번길42,대전광역시 중구 문화동395-34,36.31094742,127.40427400,,한전주,042-120,대전광역시,2022-12-15
"문화동424",1,대전광역시 중구 천근로27번길50,대전광역시 중구 문화동395-33,36.31124115,127.40460970,,한전주,042-120,대전광역시,2022-12-15
"문화동425",1,대전광역시 중구 천근로69번길61-5,대전광역시 중구 문화동395-48,36.31107330,127.40490720,,한전주,042-120,대전광역시,2022-12-15
"문화동426",1,대전광역시 중구 천근로69번길61-13,대전광역시 중구 문화동395-51,36.31081772,127.40460210,,한전주,042-120,대전광역시,2022-12-15
"문화동427",1,대전광역시 중구 천근로69번길61-21,대전광역시 중구 문화동395-54,36.31059265,127.40438080,,한전주,042-120,대전광역시,2022-12-15
"문화동428",1,대전광역시 중구 천근로69번길55-5,대전광역시 중구 문화동395-70,36.31103516,127.40521240,,한전주,042-120,대전광역시,2022-12-15
"문화동429",1,대전광역시 중구 천근로69번길55-14,대전광역시 중구 문화동395-65,36.31068039,127.40483090,,한전주,042-120,대전광역시,2022-12-15
"문화동430",1,대전광역시 중구 산성로138번길65-35,대전광역시 중구 문화동395-71,36.31074524,127.40529630,,한전주,042-120,대전광역시,2022-12-15
"문화동431",1,대전광역시 중구 산성로138번길65-31,대전광역시 중구 문화동395-74,36.31058502,127.40515900,,한전주,042-120,대전광역시,2022-12-15
"문화동432",1,대전광역시 중구 산성로138번길65-10,대전광역시 중구 문화동435-62,36.31032562,127.40496060,,한전주,042-120,대전광역시,2022-12-15
"문화동433",1,대전광역시 중구 산성로138번길65-3,대전광역시 중구 문화동435-58,36.31023788,127.40478520,,한전주,042-120,대전광역시,2022-12-15
"문화동434",1,대전광역시 중구 산성로138번길62,대전광역시 중구 문화동467-6,36.31017303,127.40443420,,한전주,042-120,대전광역시,2022-12-15
"문화동435",1,대전광역시 중구 산성로138번길57,대전광역시 중구 문화동397-22,36.31040573,127.40425110,,전용주,042-120,대전광역시,2022-12-15
"문화동436",1,대전광역시 중구 천근로27번길16-8,대전광역시 중구 문화동473-47,36.30990982,127.40399170,,한전주,042-120,대전광역시,2022-12-15
"문화동437",1,대전광역시 중구 천근로27번길16-14,대전광역시 중구 문화동473-10,36.30990982,127.40431210,,한전주,042-120,대전광역시,2022-12-15
"문화동438",1,대전광역시 중구 천근로27번길16-22,대전광역시 중구 문화동473-2,36.30993271,127.40460210,,한전주,042-120,대전광역시,2022-12-15
"문화동439",1,대전광역시 중구 천근로80,대전광역시 중구 문화동473-34,36.30951691,127.40499110,,한전주,042-120,대전광역시,2022-12-15
"문화동440",1,대전광역시 중구 서문로25번안길52,대전광역시 중구 문화동435-37,36.30984879,127.40503690,,한전주,042-120,대전광역시,2022-12-15
"문화동441",1,대전광역시 중구 서문로25번안길50,대전광역시 중구 문화동49-10,36.30994797,127.40546420,,한전주,042-120,대전광역시,2022-12-15
"문화동442",1,대전광역시 중구 천근로49-5,대전광역시 중구 문화동439-61,36.30966568,127.40539550,,한전주,042-120,대전광역시,2022-12-15
"문화동443",1,대전광역시 중구 서문로25번안길38-10,대전광역시 중구 문화동435-18,36.31010056,127.40537260,,한전주,042-120,대전광역시,2022-12-15
"문화동444",1,대전광역시 중구 서문로25번안길38-8,대전광역시 중구 문화동435-17,36.31008148,127.40560150,,전용주,042-120,대전광역시,2022-12-15
"문화동445",1,대전광역시 중구 천근로53-10,대전광역시 중구 문화동439-73,36.30977631,127.40585330,,건축물,042-120,대전광역시,2022-12-15
"문화동446",1,,대전광역시 중구 문화동436-8,36.31012344,127.40578460,,전용주,042-120,대전광역시,2022-12-15
"문화동447",1,대전광역시 중구 서문로25번안길34,대전광역시 중구 문화동436-11,36.31011963,127.40615080,,한전주,042-120,대전광역시,2022-12-15
"문화동448",1,대전광역시 중구 천근로59-7,대전광역시 중구 문화동439-65,36.30974579,127.40626530,,한전주,042-120,대전광역시,2022-12-15
"문화동449",1,대전광역시 중구 천근로69번길17-8,대전광역시 중구 문화동437-21,36.30989838,127.40650940,,한전주,042-120,대전광역시,2022-12-15
"문화동450",1,대전광역시 중구 천근로70번길14,대전광역시 중구 문화동160-14,36.30900192,127.40766140,,한전주,042-120,대전광역시,2022-12-15
"문화동451",1,대전광역시 중구 천근로70번길15,대전광역시 중구 문화동160-15,36.30876160,127.40767670,,한전주,042-120,대전광역시,2022-12-15
"문화동452",1,대전광역시 중구 천근로70번길25,대전광역시 중구 문화동160-43,36.30848312,127.40735630,,전용주,042-120,대전광역시,2022-12-15
"문화동453",1,대전광역시 중구 천근로70번길35,대전광역시 중구 문화동444,36.30848694,127.40692900,,한전주,042-120,대전광역시,2022-12-15
"문화동454",1,대전광역시 중구 천근로70번길38,대전광역시 중구 문화동450-9,36.30855179,127.40670010,,한전주,042-120,대전광역시,2022-12-15
"문화동455",1,대전광역시 중구 천근로62-57,대전광역시 중구 문화동443,36.30891800,127.40676880,,한전주,042-120,대전광역시,2022-12-15
"문화동456",1,,대전광역시 중구 문화동439-3,36.30910110,127.40679170,,한전주,042-120,대전광역시,2022-12-15
"문화동457",1,대전광역시 중구 천근로62-51,대전광역시 중구 문화동441-16,36.30889130,127.40715790,,한전주,042-120,대전광역시,2022-12-15
"문화동458",1,,대전광역시 중구 문화동450-25,36.30885315,127.40652470,,한전주,042-120,대전광역시,2022-12-15
"문화동459",1,대전광역시 중구 천근로60번길9,대전광역시 중구 문화동444,36.30906296,127.40650940,,한전주,042-120,대전광역시,2022-12-15
"문화동460",1,대전광역시 중구 천근로60번길23,대전광역시 중구 문화동450-34,36.30881500,127.40605160,,한전주,042-120,대전광역시,2022-12-15
"문화동461",1,대전광역시 중구 천근로60번30,대전광역시 중구 문화동448-11,36.30887985,127.40559390,,한전주,042-120,대전광역시,2022-12-15
"문화동462",1,대전광역시 중구 천근로60번길38,대전광역시 중구 문화동500-96,36.30889893,127.40518950,,한전주,042-120,대전광역시,2022-12-15
"문화동463",1,대전광역시 중구 천근로60번길44,대전광역시 중구 문화동480-31,36.30892944,127.40490720,,한전주,042-120,대전광역시,2022-12-15
"문화동464",1,대전광역시 중구 천근로46번길6,대전광역시 중구 문화동480-35,36.30914688,127.40494540,,한전주,042-120,대전광역시,2022-12-15
